"FurnisherName","Address","City","State","Zip","PhoneNumber","vextension","AccountCardType","vnote"
"AES/M&TASELT 2011",null,null,null,null,null,null,null,null
"AES/NATIONAL COLLEGI",null,null,null,null,null,null,null,null
"AES/NAVIENT",null,null,null,null,null,null,null,null
"AES/NCT",null,null,null,null,null,null,null,null
"AES/NCTR",null,null,null,null,null,null,null,null
"AES/NORTHWEST SAVINGS",null,null,null,null,null,null,null,null
"AES/NVI/JT",null,null,null,null,null,null,null,null
"AES/PHEAA",null,null,null,null,null,null,null,null
"AES/PHEAA 2012 -1 FR",null,null,null,null,null,null,null,null
"AES/PHEAAFRN",null,null,null,null,null,null,null,null
"AES/PNC BANK",null,null,null,null,null,null,null,null
"AES/RBS CITIZENS NA",null,null,null,null,null,null,null,null
"AES/SLMA TRUST",null,null,null,null,null,null,null,null
"AES/TRUIST BANK",null,null,null,null,null,null,null,null
"AES/US BANK NATIONAL",null,null,null,null,null,null,null,null
"AES/VILLAGE BANK",null,null,null,null,null,null,null,null
"AEXPRESS KIA",null,null,null,null,null,null,null,null
"AFCU/ILS",null,null,null,null,null,null,null,null
"AFENA FEDERA",null,null,null,null,null,null,null,null
"AFENA FEDERAL CREDIT U",null,null,null,null,null,null,null,null
"AFFILIATED",null,null,null,null,null,null,null,null
"AFFINITY FCU",null,null,null,null,null,null,null,null
"AFFINITY FEDERAL CRE",null,null,null,null,null,null,null,null
"AFFINITY PLU",null,null,null,null,null,null,null,null
"AFFINITY PLUS CREDIT U",null,null,null,null,null,null,null,null
"AFFINITYBA",null,null,null,null,null,null,null,null
"AFFIRM INC",null,null,null,null,null,null,null,null
"AG TEXAS FARM CR SVC",null,null,null,null,null,null,null,null
"AGCO FINANCE",null,null,null,null,null,null,null,null
"AGDIRECT-FCS AMERICA",null,null,null,null,null,null,null,null
"AGDIRECTFCSA",null,null,null,null,null,null,null,null
"AGFIRST FARM CREDIT",null,null,null,null,null,null,null,null
"AGRICREDIT ACCEPTANC",null,null,null,null,null,null,null,null
"AGV/OKLAHOMA AGCREDI",null,null,null,null,null,null,null,null
"AHF",null,null,null,null,null,null,null,null
"AIR ACADEMY FCU",null,null,null,null,null,null,null,null
"AIR FORCE FCU",null,null,null,null,null,null,null,null
"AIR FORCE FEDERAL CR U",null,null,null,null,null,null,null,null
"AIRGAS USA, LLC",null,null,null,null,null,null,null,null
"AIRPORT CHEV",null,null,null,null,null,null,null,null
"AIRPORT CHEVROLET",null,null,null,null,null,null,null,null
"AK USA FEDL CREDIT U",null,null,null,null,null,null,null,null
"AL HENDRICKS",null,null,null,null,null,null,null,null
"ALABAMA CREDIT UNION A",null,null,null,null,null,null,null,null
"ALABAMA ONE CREDIT U",null,null,null,null,null,null,null,null
"ALABAMA ONE CREDIT UNI",null,null,null,null,null,null,null,null
"ALABAMA STATE EMPL CR",null,null,null,null,null,null,null,null
"ALABAMA STATE EMPLOY",null,null,null,null,null,null,null,null
"ALAMEDA COUN",null,null,null,null,null,null,null,null
"ALAMEDA COUNTY FAMIL",null,null,null,null,null,null,null,null
"ALAMEDA CTY DEPARTMENT",null,null,null,null,null,null,null,null
"ALAMO FCU",null,null,null,null,null,null,null,null
"ALAMO TOYOTA",null,null,null,null,null,null,null,null
"ALASKA CHILD SUPPORT S",null,null,null,null,null,null,null,null
"ALASKA USA FCU",null,null,null,null,null,null,null,null
"ALASKA USA FEDERAL C",null,null,null,null,null,null,null,null
"ALCOA COMMUNITY FCU",null,null,null,null,null,null,null,null
"ALDOUS",null,null,null,null,null,null,null,null
"ALEXANDRIA MOTOR CAR",null,null,null,null,null,null,null,null
"ALEXANDRIA V",null,null,null,null,null,null,null,null
"ALIGN CREDIT UNION",null,null,null,null,null,null,null,null
"ALL IN CREDIT UNION",null,null,null,null,null,null,null,null
"ALL IN CU",null,null,null,null,null,null,null,null
"ALL IN FCU",null,null,null,null,null,null,null,null
"ALL ONE CRED",null,null,null,null,null,null,null,null
"ALL ONE CREDIT UNION",null,null,null,null,null,null,null,null
"ALL SOUTH FEDERAL CR",null,null,null,null,null,null,null,null
"ALL SOUTH FEDERAL CU",null,null,null,null,null,null,null,null
"ALL STAR CHE",null,null,null,null,null,null,null,null
"ALL STAR CHEVROLET",null,null,null,null,null,null,null,null
"ALL STAR HYU",null,null,null,null,null,null,null,null
"ALL STAR MOTORS OF B",null,null,null,null,null,null,null,null
"ALLEGACY FEDERAL CRE",null,null,null,null,null,null,null,null
"ALLEGACY FEDERAL CU-",null,null,null,null,null,null,null,null
"ALLEGIANCE CU/LENDING",null,null,null,null,null,null,null,null
"ALLEGIUS CREDIT UNION",null,null,null,null,null,null,null,null
"ALLEGRO",null,null,null,null,null,null,null,null
"ALLEGRO CREDIT",null,null,null,null,null,null,null,null
"ALLIANCE COLLECTION AG",null,null,null,null,null,null,null,null
"ALLIANCE CREDIT UNION",null,null,null,null,null,null,null,null
"ALLIANT CRED",null,null,null,null,null,null,null,null
"ALLIANT CREDIT UNION",null,null,null,null,null,null,null,null
"ALLIANT CU",null,null,null,null,null,null,null,null
"ALLSOUTH FEDERAL CR UN",null,null,null,null,null,null,null,null
"ALLTRU CREDI",null,null,null,null,null,null,null,null
"ALLTRU FKA 1ST FINANCI",null,null,null,null,null,null,null,null
"ALLY CARD",null,null,null,null,null,null,null,null
"ALLY CREDIT CARD/CWS",null,null,null,null,null,null,null,null
"ALLY FINANCI",null,null,null,null,null,null,null,null
"ALLY FINANCIAL",null,null,null,null,null,null,null,null
"ALLY FINANCIAL C/O GMA",null,null,null,null,null,null,null,null
"ALLY FINANCIAL INC",null,null,null,null,null,null,null,null
"ALLY FINCL",null,null,null,null,null,null,null,null
"ALLY LENDING/FNI",null,null,null,null,null,null,null,null
"ALLYFINANC",null,null,null,null,null,null,null,null
"ALM MALL GA",null,null,null,null,null,null,null,null
"ALOHA KIA HI",null,null,null,null,null,null,null,null
"ALOHA KIA HILO",null,null,null,null,null,null,null,null
"ALOHA PACIFIC FCU",null,null,null,null,null,null,null,null
"ALPHERA FINANCIAL SERV",null,null,null,null,null,null,null,null
"ALPINE BANK/INSTALLM",null,null,null,null,null,null,null,null
"ALTA ONE FEDERAL CRE",null,null,null,null,null,null,null,null
"ALTAONE FCU",null,null,null,null,null,null,null,null
"ALTISOURCE SOLUTIONS",null,null,null,null,null,null,null,null
"ALTISOURCE/L",null,null,null,null,null,null,null,null
"ALTISOURCE/LENDERSONE/",null,null,null,null,null,null,null,null
"ALTRA FCU",null,null,null,null,null,null,null,null
"ALTURA CREDIT UNION",null,null,null,null,null,null,null,null
"AMARILLO NATIONAL BA",null,null,null,null,null,null,null,null
"AMBANK&TRU",null,null,null,null,null,null,null,null
"AME ACCEPTAN",null,null,null,null,null,null,null,null
"AME NAT\\'L BK",null,null,null,null,null,null,null,null
"AMEGY BANK OF TEXAS",null,null,null,null,null,null,null,null
"AMER FINCO",null,null,null,null,null,null,null,null
"AMER FST FIN",null,null,null,null,null,null,null,null
"AMER HONDA",null,null,null,null,null,null,null,null
"AMER REPT CO",null,null,null,null,null,null,null,null
"AMER RPTNG",null,null,null,null,null,null,null,null
"AMER SVG BK",null,null,null,null,null,null,null,null
"AMERANT/UPST",null,null,null,null,null,null,null,null
"AMERICA FIRST CREDIT",null,null,null,null,null,null,null,null
"AMERICA FIRST CREDIT U",null,null,null,null,null,null,null,null
"AMERICAN",null,null,null,null,null,null,null,null
"AMERICAN 1 CREDIT UNIO",null,null,null,null,null,null,null,null
"AMERICAN AIR/CBNA",null,null,null,null,null,null,null,null
"AMERICAN BANK & TRUS",null,null,null,null,null,null,null,null
"AMERICAN CREDIT ACCE",null,null,null,null,null,null,null,null
"AMERICAN CREDIT ACCEPT",null,null,null,null,null,null,null,null
"AMERICAN EDUCATION S",null,null,null,null,null,null,null,null
"AMERICAN ENTERPRISES",null,null,null,null,null,null,null,null
"AMERICAN EXP",null,null,null,null,null,null,null,null
"American Express","P.O. Box 297804\r\n","Ft. Lauderdale","FL","33329-7804","(800) 528-4800","","Credit Card",""
"AMERICAN EXPRESS KABBA",null,null,null,null,null,null,null,null
"AMERICAN EXPRESS TRS",null,null,null,null,null,null,null,null
"AMERICAN FIN",null,null,null,null,null,null,null,null
"AMERICAN FIN NET INC",null,null,null,null,null,null,null,null
"AMERICAN FINANCE & A",null,null,null,null,null,null,null,null
"AMERICAN GATEWAY BAN",null,null,null,null,null,null,null,null
"AMERICAN HERITAGE FCU",null,null,null,null,null,null,null,null
"AMERICAN HERITAGE FE",null,null,null,null,null,null,null,null
"AMERICAN HONDA",null,null,null,null,null,null,null,null
"AMERICAN HONDA FINAN",null,null,null,null,null,null,null,null
"AMERICAN HONDA FINANCE",null,null,null,null,null,null,null,null
"AMERICAN INTERNET MO",null,null,null,null,null,null,null,null
"AMERICAN INTERNET MTG/",null,null,null,null,null,null,null,null
"AMERICAN NATIONAL BA",null,null,null,null,null,null,null,null
"AMERICAN NATIONAL BANK",null,null,null,null,null,null,null,null
"AMERICAN NEI",null,null,null,null,null,null,null,null
"AMERICAN PAC",null,null,null,null,null,null,null,null
"AMERICAN REPORTING C",null,null,null,null,null,null,null,null
"AMERICAN REPORTING COM",null,null,null,null,null,null,null,null
"AMERICAN SAVINGS BANK",null,null,null,null,null,null,null,null
"AMERICAN SOUTHWEST C",null,null,null,null,null,null,null,null
"AMERICANCR",null,null,null,null,null,null,null,null
"AMERICAS CREDIT UNION",null,null,null,null,null,null,null,null
"AMERICAS SERVICING CO",null,null,null,null,null,null,null,null
"AMERICOLLECT INC",null,null,null,null,null,null,null,null
"AMERICREDI",null,null,null,null,null,null,null,null
"AMERICREDIT",null,null,null,null,null,null,null,null
"AMERICREDIT FINANCIA",null,null,null,null,null,null,null,null
"AMERICU CREDIT UNION",null,null,null,null,null,null,null,null
"AMERICU CU",null,null,null,null,null,null,null,null
"AMERICU MORTGAGE",null,null,null,null,null,null,null,null
"AMERIFIRST",null,null,null,null,null,null,null,null
"AMERIFIRST BANK",null,null,null,null,null,null,null,null
"AMERIFIRST BANK NA",null,null,null,null,null,null,null,null
"AMERIFIRST FINANCIAL",null,null,null,null,null,null,null,null
"AMERIFIRST HM IPRVT FI",null,null,null,null,null,null,null,null
"AMERIFIRST HOME MORTGA",null,null,null,null,null,null,null,null
"AMERIFIRST/F",null,null,null,null,null,null,null,null
"AMERIHOM MTG",null,null,null,null,null,null,null,null
"AMERIHOME MORTGAGE C",null,null,null,null,null,null,null,null
"AMERIHOME MTG CO, LLC",null,null,null,null,null,null,null,null
"AMERINATIONAL COMMUN",null,null,null,null,null,null,null,null
"AMERIS BANK",null,null,null,null,null,null,null,null
"AMERISAVE MO",null,null,null,null,null,null,null,null
"AMERISAVE MORTGAGE",null,null,null,null,null,null,null,null
"AMERISAVE MTG CORP/DOV",null,null,null,null,null,null,null,null
"AMEX",null,null,null,null,null,null,null,null
"AMEX DSNB",null,null,null,null,null,null,null,null
"AMEX/CBNA",null,null,null,null,null,null,null,null
"AMEX/CITIBANK, N.A.",null,null,null,null,null,null,null,null
"AMEX/DSNB",null,null,null,null,null,null,null,null
"AMNGHHDMRTG",null,null,null,null,null,null,null,null
"AMOCO FEDERAL CREDIT U",null,null,null,null,null,null,null,null
"AMPHIBIOUS BASE FEDE",null,null,null,null,null,null,null,null
"AMPLIFY CREDIT UNION",null,null,null,null,null,null,null,null
"AMR EAGLE BK",null,null,null,null,null,null,null,null
"AMRO MUSIC",null,null,null,null,null,null,null,null
"AMSHER COLLECTION SERV",null,null,null,null,null,null,null,null
"AMWEST FUNDING CORP",null,null,null,null,null,null,null,null
"AN CHEVROLET WEST AU",null,null,null,null,null,null,null,null
"AN FORD ST PETERSBUR",null,null,null,null,null,null,null,null
"AN HONDA 385 #2467",null,null,null,null,null,null,null,null
"AN HYUNDAI N FORT WO",null,null,null,null,null,null,null,null
"AN LINCOLN CLEARWATE",null,null,null,null,null,null,null,null
"AN TOY SCION WINTER",null,null,null,null,null,null,null,null
"AN TOYSCIONTHORNTONR",null,null,null,null,null,null,null,null
"AN VW MALL OF GA #23",null,null,null,null,null,null,null,null
"AN VW SAV",null,null,null,null,null,null,null,null
"AN/AUTOWEST",null,null,null,null,null,null,null,null
"AN/GOODWIN",null,null,null,null,null,null,null,null
"AN/GOODWIN MANAGEMEN",null,null,null,null,null,null,null,null
"AN/INSIGHT",null,null,null,null,null,null,null,null
"ANCHORBANK, SSB",null,null,null,null,null,null,null,null
"ANDALUSIA FORD",null,null,null,null,null,null,null,null
"ANDERSON BROTHERS BA",null,null,null,null,null,null,null,null
"ANDERSON FEDERAL CR UN",null,null,null,null,null,null,null,null
"ANDREWS FCU",null,null,null,null,null,null,null,null
"ANDREWS FCU - VISA C",null,null,null,null,null,null,null,null
"ANDREWS FEDERAL CRED U",null,null,null,null,null,null,null,null
"ANDY MOHR BU",null,null,null,null,null,null,null,null
"ANDY MOHR BUICK PONT",null,null,null,null,null,null,null,null
"ANDYMOHRBU",null,null,null,null,null,null,null,null
"ANDYYEAGERMO",null,null,null,null,null,null,null,null
"ANTELOPE VAL",null,null,null,null,null,null,null,null
"AP/AFFINITY FCU/DMS/DE",null,null,null,null,null,null,null,null
"APEX CARDMEMBER SERVIC",null,null,null,null,null,null,null,null
"APEX MORTGAG",null,null,null,null,null,null,null,null
"APPLE CARD - GS BANK",null,null,null,null,null,null,null,null
"APPLE CARD/GS BANK USA",null,null,null,null,null,null,null,null
"APPLE FCU",null,null,null,null,null,null,null,null
"APPLE FCU A",null,null,null,null,null,null,null,null
"APPLE FCU***",null,null,null,null,null,null,null,null
"APPLE FEDERAL CREDIT U",null,null,null,null,null,null,null,null
"APPLEBK/UPST",null,null,null,null,null,null,null,null
"APPLIED BANK",null,null,null,null,null,null,null,null
"APPLIED BNK",null,null,null,null,null,null,null,null
"AQUA FIN",null,null,null,null,null,null,null,null
"AQUA FINANCE",null,null,null,null,null,null,null,null
"AQUA FINANCE INC",null,null,null,null,null,null,null,null
"AQUAKLEEN",null,null,null,null,null,null,null,null
"AQUAKLEEN PRODUCTS INC",null,null,null,null,null,null,null,null
"AR RESOURCES INC",null,null,null,null,null,null,null,null
"ARBOR BANK",null,null,null,null,null,null,null,null
"ARDMORE FIN",null,null,null,null,null,null,null,null
"ARDMORE FINANCE CORP",null,null,null,null,null,null,null,null
"AREA FCU",null,null,null,null,null,null,null,null
"AREA FED CRED UNION",null,null,null,null,null,null,null,null
"ARGOLIQUID",null,null,null,null,null,null,null,null
"ARIVO ACCEPTANCE",null,null,null,null,null,null,null,null
"ARIZONA CENTRAL CRED U",null,null,null,null,null,null,null,null
"ARKANSAS BEST FCU",null,null,null,null,null,null,null,null
"ARKANSAS FCU",null,null,null,null,null,null,null,null
"ARKANSAS FEDERAL CRE",null,null,null,null,null,null,null,null
"ARKANSAS FEDERAL CRED",null,null,null,null,null,null,null,null
"ARMCO CREDIT UNION",null,null,null,null,null,null,null,null
"ARMED FOR BK",null,null,null,null,null,null,null,null
"ARMED FORC",null,null,null,null,null,null,null,null
"ARMED FORCES BANK",null,null,null,null,null,null,null,null
"ARMED FORCES BANK, NAT",null,null,null,null,null,null,null,null
"ARMED FORCES LOANS OF",null,null,null,null,null,null,null,null
"ARMOR BANK",null,null,null,null,null,null,null,null
"ARMOR BANK N.A.",null,null,null,null,null,null,null,null
"ARMY AIRFORCE EXCHAN",null,null,null,null,null,null,null,null
"ARROFI INC",null,null,null,null,null,null,null,null
"ARRONRNTS",null,null,null,null,null,null,null,null
"ARROW POINTE FCU",null,null,null,null,null,null,null,null
"ARROWHEAD CREDIT UNION",null,null,null,null,null,null,null,null
"ARROWPOINTE FEDERAL",null,null,null,null,null,null,null,null
"ARS ACCOUNT RESOLUTION",null,null,null,null,null,null,null,null
"ARSENAL CREDIT UNION",null,null,null,null,null,null,null,null
"ARSENAL CU",null,null,null,null,null,null,null,null
"ART INST- ED",null,null,null,null,null,null,null,null
"ARTHUR STATE BANK",null,null,null,null,null,null,null,null
"ARTSTBK",null,null,null,null,null,null,null,null
"ARVEST",null,null,null,null,null,null,null,null
"ARVEST BANK",null,null,null,null,null,null,null,null
"ARVEST BANK BENTONVI",null,null,null,null,null,null,null,null
"ARVEST BANK, BENTONV",null,null,null,null,null,null,null,null
"ARVEST BK",null,null,null,null,null,null,null,null
"ARVEST CCARD",null,null,null,null,null,null,null,null
"ARVEST CENTRAL MORTG",null,null,null,null,null,null,null,null
"ARVEST CENTRAL MORTGAG",null,null,null,null,null,null,null,null
"ARVEST CREDIT CARD",null,null,null,null,null,null,null,null
"ARVEST MORTG",null,null,null,null,null,null,null,null
"ARVEST MORTGAGE",null,null,null,null,null,null,null,null
"ARVEST MORTGAGE COMP",null,null,null,null,null,null,null,null
"ASBURY TYSONS CDJR",null,null,null,null,null,null,null,null
"ASBURY TYSONS T, LLC",null,null,null,null,null,null,null,null
"ASBURY WOODBRIDGE H,",null,null,null,null,null,null,null,null
"ASC/IOWASTUDLN",null,null,null,null,null,null,null,null
"ASCEND FCU/TN",null,null,null,null,null,null,null,null
"ASCEND FEDERAL CREDI",null,null,null,null,null,null,null,null
"ASCENDANT HOLIDAYS L",null,null,null,null,null,null,null,null
"ASCENT FUNDING/LAUNCH",null,null,null,null,null,null,null,null
"ASCENTIUM CAPITAL LLC",null,null,null,null,null,null,null,null
"ASHLAND CREDIT UNION",null,null,null,null,null,null,null,null
"ASHRO",null,null,null,null,null,null,null,null
"ASNY",null,null,null,null,null,null,null,null
"ASPEN COLL",null,null,null,null,null,null,null,null
"ASPEN FCU",null,null,null,null,null,null,null,null
"ASPEN NATIONAL COLLECTION","","","","","","","",""
"ASPIRE SERVICING CEN",null,null,null,null,null,null,null,null
"ASPIRE/ATLANTICUS",null,null,null,null,null,null,null,null
"ASPIRE/DOE",null,null,null,null,null,null,null,null
"ASPIREIOWASTUDENTLN",null,null,null,null,null,null,null,null
"ASPIRESC",null,null,null,null,null,null,null,null
"ASSC BNK WI",null,null,null,null,null,null,null,null
"ASSEMBLIES OF GOD C U",null,null,null,null,null,null,null,null
"ASSET MUTUAL",null,null,null,null,null,null,null,null
"ASSETCARE LLC",null,null,null,null,null,null,null,null
"ASSOC CU",null,null,null,null,null,null,null,null
"ASSOCIATED & FEDERAL",null,null,null,null,null,null,null,null
"ASSOCIATED B",null,null,null,null,null,null,null,null
"ASSOCIATED BANK",null,null,null,null,null,null,null,null
"ASSOCIATED CREDIT UN",null,null,null,null,null,null,null,null
"ASSOCIATED CREDIT UNIO",null,null,null,null,null,null,null,null
"ASSOCIATED CU OF TEXAS",null,null,null,null,null,null,null,null
"ATHOL SAVINGS BANK",null,null,null,null,null,null,null,null
"ATLANTA BEST",null,null,null,null,null,null,null,null
"ATLANTA POSTAL CREDI",null,null,null,null,null,null,null,null
"ATLANTA POSTAL CREDIT",null,null,null,null,null,null,null,null
"ATLANTABES",null,null,null,null,null,null,null,null
"ATLANTIC AUTOMOTIVE",null,null,null,null,null,null,null,null
"ATLANTIC CAPITAL BAN",null,null,null,null,null,null,null,null
